"id"	"ProteinCount"	"SpeciesCount"	"FunctionalCategory"	"ConsensusFunctionalDescription"
"VOG23224"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23225"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23226"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23227"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23228"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23229"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23230"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23231"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23232"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23233"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23234"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23235"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23236"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23237"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23238"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23239"	4	4	"Xu"	"REFSEQ membrane protein"
"VOG23240"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23241"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23242"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG23243"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23244"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23245"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23246"	3	3	"Xu"	"REFSEQ ribbon-helix-helix DNA binding domain protein"
"VOG23247"	10	10	"Xu"	"REFSEQ hypothetical protein"
"VOG23248"	3	3	"Xh"	"sp|Q6B4J2|VKOR1_BOVIN Vitamin K epoxide reductase complex subunit 1"
"VOG23249"	5	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23250"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23251"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23252"	4	4	"Xu"	"sp|P64916|Y2018_MYCBO Uncharacterized protein Mb2018"
"VOG23253"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23254"	6	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23255"	5	4	"Xh"	"sp|Q8VZH2|APM1_ARATH Aminopeptidase M1"
"VOG23256"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23257"	3	3	"Xu"	"REFSEQ RNase adaptor protein"
"VOG23258"	3	3	"Xh"	"sp|B5YJV1|FOLD_THEYD Bifunctional protein FolD"
"VOG23259"	4	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23260"	15	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23261"	7	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23262"	5	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23263"	4	3	"Xu"	"REFSEQ exported hypothetical protein"
"VOG23264"	4	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23265"	4	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23266"	6	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23267"	13	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23268"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23269"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23270"	13	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23271"	8	5	"Xr"	"sp|Q8K4F7|DCPS_RAT m7GpppX diphosphatase"
"VOG23272"	5	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23273"	5	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23274"	4	4	"Xu"	"REFSEQ tRNA 4-thiouridine(8) synthase"
"VOG23275"	4	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23276"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23277"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23278"	5	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23279"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23280"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23281"	3	3	"Xh"	"sp|P53607|ILVA_BURM1 L-threonine dehydratase biosynthetic IlvA"
"VOG23282"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23283"	6	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23284"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23285"	4	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23286"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23287"	6	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23288"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23289"	3	3	"Xh"	"sp|Q5SSN7|SFT2A_MOUSE Vesicle transport protein SFT2A"
"VOG23290"	4	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23291"	4	4	"Xu"	"REFSEQ DnaJ-like subfamily C member 3"
"VOG23292"	3	3	"Xu"	"REFSEQ LL-diaminopimelate aminotransferase"
"VOG23293"	6	5	"Xu"	"REFSEQ histidine phosphatase domain-containing protein"
"VOG23294"	5	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23295"	9	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23296"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23297"	4	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23298"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23299"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23300"	3	3	"Xu"	"REFSEQ DUF262 domain-containing protein"
"VOG23301"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23302"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23303"	3	3	"Xu"	"sp|Q32PA8|AAMDC_BOVIN Mth938 domain-containing protein"
"VOG23304"	5	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23305"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23306"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23307"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23308"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23309"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23310"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23311"	3	3	"Xu"	"REFSEQ polysaccharide pyruvyl transferase protein"
"VOG23312"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23313"	4	3	"Xu"	"REFSEQ putative orfan"
"VOG23314"	4	4	"Xh"	"sp|Q83WF2|MYCE_MICGR Mycinamicin VI 2''-O-methyltransferase"
"VOG23315"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23316"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG23317"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23318"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23319"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23320"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23321"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23322"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23323"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG23324"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23325"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG23326"	4	4	"XrXs"	"sp|Q5GA89|PHOSP_TAVCV Phosphoprotein"
"VOG23327"	4	4	"Xs"	"sp|Q5GA88|MVP_TAVCV Movement protein"
"VOG23328"	4	4	"XhXs"	"sp|Q6E0W8|MATRX_MMVR Matrix protein"
"VOG23329"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23330"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23331"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23332"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23333"	21	21	"Xu"	"REFSEQ hypothetical protein"
"VOG23334"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23335"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG23336"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23337"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23338"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23339"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23340"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23341"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23342"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23343"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23344"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23345"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23346"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23347"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23348"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23349"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23350"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23351"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23352"	4	4	"Xu"	"sp|P13318|Y06K_BPT4 Uncharacterized 25.0 kDa protein in regB-denV intergenic region"
"VOG23353"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23354"	10	10	"Xu"	"REFSEQ hypothetical protein"
"VOG23355"	11	11	"Xu"	"REFSEQ hypothetical protein"
"VOG23356"	11	11	"Xu"	"REFSEQ hypothetical protein"
"VOG23357"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG23358"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG23359"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG23360"	10	10	"Xu"	"REFSEQ hypothetical protein"
"VOG23361"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG23362"	12	11	"Xu"	"REFSEQ hypothetical protein"
"VOG23363"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG23364"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23365"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG23366"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23367"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG23368"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23369"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23370"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23371"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23372"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23373"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23374"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23375"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23376"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23377"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23378"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23379"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23380"	8	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23381"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23382"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23383"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23384"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23385"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23386"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23387"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23388"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23389"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23390"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG23391"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23392"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23393"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23394"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23395"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23396"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23397"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23398"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23399"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23400"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23401"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23402"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23403"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23404"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG23405"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23406"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23407"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23408"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23409"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23410"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23411"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23412"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23413"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23414"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23415"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23416"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23417"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23418"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23419"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23420"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23421"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23422"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23423"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23424"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23425"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23426"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23427"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23428"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23429"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23430"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23431"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23432"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23433"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23434"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23435"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23436"	3	3	"Xu"	"REFSEQ putative peptidoglycan-binding domain-containing protein"
"VOG23437"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23438"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23439"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23440"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23441"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23442"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23443"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23444"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23445"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23446"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23447"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23448"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23449"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23450"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23451"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23452"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23453"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23454"	3	3	"Xu"	"REFSEQ portal protein"
"VOG23455"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23456"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23457"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23458"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23459"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23460"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23461"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23462"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23463"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23464"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23465"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23466"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23467"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23468"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23469"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23470"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23471"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23472"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23473"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23474"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23475"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23476"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23477"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23478"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23479"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23480"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23481"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23482"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23483"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23484"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23485"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23486"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23487"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23488"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23489"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23490"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23491"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23492"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23493"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23494"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23495"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23496"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23497"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23498"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23499"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23500"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23501"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23502"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23503"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23504"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23505"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23506"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23507"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23508"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23509"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23510"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23511"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23512"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23513"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23514"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23515"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23516"	4	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23517"	4	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23518"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23519"	4	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23520"	6	6	"Xu"	"sp|Q03545|VEAC_BPP22 Eac protein"
"VOG23521"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23522"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23523"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23524"	4	4	"Xu"	"REFSEQ membrane protein"
"VOG23525"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23526"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23527"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23528"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23529"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23530"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23531"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23532"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23533"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23534"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23535"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23536"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23537"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23538"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23539"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23540"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23541"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23542"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23543"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23544"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23545"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23546"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23547"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23548"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23549"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23550"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23551"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23552"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23553"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23554"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23555"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23556"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23557"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23558"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23559"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23560"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23561"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23562"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23563"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23564"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23565"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23566"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23567"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23568"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23569"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23570"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23571"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23572"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23573"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23574"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23575"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23576"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23577"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23578"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23579"	5	5	"Xu"	"REFSEQ tail fiber"
"VOG23580"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23581"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23582"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23583"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23584"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23585"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23586"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23587"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23588"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23589"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23590"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23591"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23592"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23593"	13	8	"Xu"	"REFSEQ hypothetical protein"
"VOG23594"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23595"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23596"	14	10	"Xu"	"REFSEQ hypothetical protein"
"VOG23597"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG23598"	5	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23599"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG23600"	10	10	"Xu"	"REFSEQ hypothetical protein"
"VOG23601"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23602"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG23603"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG23604"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23605"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG23606"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23607"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG23608"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23609"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG23610"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG23611"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23612"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23613"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23614"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23615"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23616"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23617"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23618"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23619"	11	11	"Xu"	"REFSEQ hypothetical protein"
"VOG23620"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23621"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23622"	6	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23623"	6	4	"Xu"	"REFSEQ hypothetical protein"
